drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Pembro,SKCM,weights,20,LinearSVM,0.96875,0.5454545454545454,0.5206766917293233,13,6,9,5
Pembro,SKCM,weights,21,LinearSVM,0.9895833333333334,0.3333333333333333,0.3364661654135338,6,13,9,5
Pembro,SKCM,weights,22,LinearSVM,0.96875,0.5151515151515151,0.5037593984962406,11,8,8,6
Pembro,SKCM,weights,23,LinearSVM,1.0,0.5151515151515151,0.513157894736842,10,9,7,7
Pembro,SKCM,weights,24,LinearSVM,1.0,0.5757575757575758,0.5657894736842105,12,7,7,7
Pembro,SKCM,weights,25,LinearSVM,0.96875,0.48484848484848486,0.5056390977443609,7,12,5,9
Pembro,SKCM,weights,26,LinearSVM,0.96875,0.5454545454545454,0.5018796992481203,15,4,11,3
Pembro,SKCM,weights,27,LinearSVM,0.9791666666666666,0.42424242424242425,0.41541353383458646,9,10,9,5
Pembro,SKCM,weights,28,LinearSVM,0.9895833333333334,0.5757575757575758,0.5845864661654135,10,9,5,9
Pembro,SKCM,weights,29,LinearSVM,1.0,0.5151515151515151,0.5037593984962406,11,8,8,6
Pembro,SKCM,weights,30,LinearSVM,0.9895833333333334,0.45454545454545453,0.4793233082706767,6,13,5,9
Pembro,SKCM,weights,31,LinearSVM,0.9791666666666666,0.5454545454545454,0.5676691729323309,8,11,4,10
Pembro,SKCM,weights,32,LinearSVM,0.96875,0.48484848484848486,0.46804511278195493,11,8,9,5
Pembro,SKCM,weights,33,LinearSVM,0.96875,0.5757575757575758,0.5845864661654135,10,9,5,9
Pembro,SKCM,weights,34,LinearSVM,1.0,0.45454545454545453,0.4605263157894737,8,11,7,7
Pembro,SKCM,weights,35,LinearSVM,1.0,0.6363636363636364,0.6654135338345865,9,10,2,12
Pembro,SKCM,weights,36,LinearSVM,1.0,0.5757575757575758,0.556390977443609,13,6,8,6
Pembro,SKCM,weights,37,LinearSVM,1.0,0.5757575757575758,0.5845864661654135,10,9,5,9
Pembro,SKCM,weights,38,LinearSVM,1.0,0.6666666666666666,0.6729323308270676,12,7,4,10
Pembro,SKCM,weights,39,LinearSVM,0.9895833333333334,0.7272727272727273,0.7349624060150376,13,6,3,11
Pembro,SKCM,weights,40,LinearSVM,1.0,0.6060606060606061,0.6109022556390977,11,8,5,9
Pembro,SKCM,weights,41,LinearSVM,1.0,0.5454545454545454,0.5582706766917294,9,10,5,9
Pembro,SKCM,weights,42,LinearSVM,0.9791666666666666,0.48484848484848486,0.49624060150375937,8,11,6,8
Pembro,SKCM,weights,43,LinearSVM,1.0,0.5454545454545454,0.5206766917293233,13,6,9,5
Pembro,SKCM,weights,44,LinearSVM,1.0,0.7272727272727273,0.7349624060150376,13,6,3,11
Pembro,SKCM,weights,45,LinearSVM,1.0,0.5151515151515151,0.513157894736842,10,9,7,7
Pembro,SKCM,weights,46,LinearSVM,0.9895833333333334,0.5757575757575758,0.5845864661654135,10,9,5,9
Pembro,SKCM,weights,47,LinearSVM,0.9791666666666666,0.5757575757575758,0.6033834586466165,8,11,3,11
Pembro,SKCM,weights,48,LinearSVM,0.9791666666666666,0.5757575757575758,0.575187969924812,11,8,6,8
Pembro,SKCM,weights,49,LinearSVM,1.0,0.5454545454545454,0.5206766917293233,13,6,9,5
Pembro,SKCM,expression,0,LinearSVM,1.0,0.5454545454545454,0.5488721804511278,10,9,6,8
Pembro,SKCM,expression,1,LinearSVM,1.0,0.5151515151515151,0.513157894736842,10,9,7,7
Pembro,SKCM,expression,2,LinearSVM,1.0,0.6060606060606061,0.5827067669172932,14,5,8,6
Pembro,SKCM,expression,3,LinearSVM,1.0,0.5454545454545454,0.5300751879699248,12,7,8,6
Pembro,SKCM,expression,4,LinearSVM,0.9583333333333334,0.3939393939393939,0.3890977443609023,8,11,9,5
Pembro,SKCM,expression,5,LinearSVM,1.0,0.5151515151515151,0.5225563909774436,9,10,6,8
Pembro,SKCM,expression,6,LinearSVM,1.0,0.7575757575757576,0.7330827067669172,17,2,6,8
Pembro,SKCM,expression,7,LinearSVM,1.0,0.5757575757575758,0.556390977443609,13,6,8,6
Pembro,SKCM,expression,8,LinearSVM,0.96875,0.5151515151515151,0.513157894736842,10,9,7,7
Pembro,SKCM,expression,9,LinearSVM,1.0,0.48484848484848486,0.47744360902255634,10,9,8,6
Pembro,SKCM,expression,10,LinearSVM,1.0,0.6060606060606061,0.6109022556390977,11,8,5,9
Pembro,SKCM,expression,11,LinearSVM,0.96875,0.5757575757575758,0.5469924812030075,14,5,9,5
Pembro,SKCM,expression,12,LinearSVM,0.9791666666666666,0.48484848484848486,0.46804511278195493,11,8,9,5
Pembro,SKCM,expression,13,LinearSVM,1.0,0.6363636363636364,0.6560150375939849,10,9,3,11
Pembro,SKCM,expression,14,LinearSVM,1.0,0.5151515151515151,0.5225563909774436,9,10,6,8
Pembro,SKCM,expression,15,LinearSVM,1.0,0.5151515151515151,0.5037593984962406,11,8,8,6
Pembro,SKCM,expression,16,LinearSVM,0.9583333333333334,0.5757575757575758,0.575187969924812,11,8,6,8
Pembro,SKCM,expression,17,LinearSVM,1.0,0.5454545454545454,0.5206766917293233,13,6,9,5
Pembro,SKCM,expression,18,LinearSVM,1.0,0.45454545454545453,0.4699248120300752,7,12,6,8
Pembro,SKCM,expression,19,LinearSVM,0.9791666666666666,0.6060606060606061,0.6390977443609023,8,11,2,12
Pembro,SKCM,expression,20,LinearSVM,1.0,0.5151515151515151,0.4943609022556391,12,7,9,5
Pembro,SKCM,expression,21,LinearSVM,1.0,0.696969696969697,0.6992481203007519,13,6,4,10
Pembro,SKCM,expression,22,LinearSVM,1.0,0.3939393939393939,0.40789473684210525,6,13,7,7
Pembro,SKCM,expression,23,LinearSVM,0.9583333333333334,0.45454545454545453,0.4323308270676692,11,8,10,4
Pembro,SKCM,expression,24,LinearSVM,1.0,0.5454545454545454,0.5582706766917294,9,10,5,9
Pembro,SKCM,expression,25,LinearSVM,1.0,0.6060606060606061,0.5733082706766918,15,4,9,5
Pembro,SKCM,expression,26,LinearSVM,1.0,0.5757575757575758,0.5657894736842105,12,7,7,7
Pembro,SKCM,expression,27,LinearSVM,1.0,0.6060606060606061,0.5921052631578947,13,6,7,7
Pembro,SKCM,expression,28,LinearSVM,0.9583333333333334,0.48484848484848486,0.47744360902255634,10,9,8,6
Pembro,SKCM,expression,29,LinearSVM,1.0,0.6060606060606061,0.6015037593984962,12,7,6,8
Pembro,SKCM,expression,30,LinearSVM,0.9791666666666666,0.5454545454545454,0.5676691729323309,8,11,4,10
Pembro,SKCM,expression,31,LinearSVM,1.0,0.5454545454545454,0.5394736842105263,11,8,7,7
Pembro,SKCM,expression,32,LinearSVM,1.0,0.5454545454545454,0.5300751879699248,12,7,8,6
Pembro,SKCM,expression,33,LinearSVM,1.0,0.696969696969697,0.7180451127819549,11,8,2,12
Pembro,SKCM,expression,34,LinearSVM,1.0,0.5757575757575758,0.5657894736842105,12,7,7,7
Pembro,SKCM,expression,35,LinearSVM,0.9895833333333334,0.48484848484848486,0.46804511278195493,11,8,9,5
Pembro,SKCM,expression,36,LinearSVM,1.0,0.5454545454545454,0.5206766917293233,13,6,9,5
Pembro,SKCM,expression,37,LinearSVM,1.0,0.7575757575757576,0.7424812030075187,16,3,5,9
Pembro,SKCM,expression,38,LinearSVM,1.0,0.42424242424242425,0.424812030075188,8,11,8,6
Pembro,SKCM,expression,39,LinearSVM,1.0,0.5151515151515151,0.5037593984962406,11,8,8,6
Pembro,SKCM,expression,40,LinearSVM,0.9479166666666666,0.6060606060606061,0.6015037593984962,12,7,6,8
Pembro,SKCM,expression,41,LinearSVM,1.0,0.5454545454545454,0.5488721804511278,10,9,6,8
Pembro,SKCM,expression,42,LinearSVM,1.0,0.6060606060606061,0.5827067669172932,14,5,8,6
Pembro,SKCM,expression,43,LinearSVM,0.96875,0.5151515151515151,0.4943609022556391,12,7,9,5
Pembro,SKCM,expression,44,LinearSVM,1.0,0.6060606060606061,0.6015037593984962,12,7,6,8
Pembro,SKCM,expression,45,LinearSVM,1.0,0.5454545454545454,0.5394736842105263,11,8,7,7
Pembro,SKCM,expression,46,LinearSVM,0.9583333333333334,0.7272727272727273,0.7255639097744361,14,5,4,10
Pembro,SKCM,expression,47,LinearSVM,0.9895833333333334,0.6060606060606061,0.6109022556390977,11,8,5,9
Pembro,SKCM,expression,48,LinearSVM,0.9791666666666666,0.3939393939393939,0.39849624060150374,7,12,8,6
Pembro,SKCM,expression,49,LinearSVM,0.9479166666666666,0.5757575757575758,0.5375939849624061,15,4,10,4
Pembro,SKCM,curvature,0,RBF_SVM,0.6979166666666666,0.6060606060606061,0.5545112781954887,17,2,11,3
Pembro,SKCM,curvature,1,RBF_SVM,0.9270833333333334,0.5454545454545454,0.5206766917293233,13,6,9,5
Pembro,SKCM,curvature,2,RBF_SVM,0.9166666666666666,0.48484848484848486,0.4398496240601504,14,5,12,2
Pembro,SKCM,curvature,3,RBF_SVM,0.6666666666666666,0.5151515151515151,0.4849624060150376,13,6,10,4
Pembro,SKCM,curvature,4,RBF_SVM,0.6458333333333334,0.5151515151515151,0.4473684210526316,17,2,14,0
Pembro,SKCM,curvature,5,RBF_SVM,0.9375,0.5454545454545454,0.49248120300751874,16,3,12,2
Pembro,SKCM,curvature,6,RBF_SVM,0.875,0.5757575757575758,0.575187969924812,11,8,6,8
Pembro,SKCM,curvature,7,RBF_SVM,0.9270833333333334,0.6060606060606061,0.5733082706766918,15,4,9,5
Pembro,SKCM,curvature,8,RBF_SVM,0.9166666666666666,0.45454545454545453,0.4323308270676692,11,8,10,4
Pembro,SKCM,curvature,9,RBF_SVM,0.78125,0.5151515151515151,0.5507518796992481,6,13,3,11
Pembro,SKCM,curvature,10,RBF_SVM,0.8958333333333334,0.6363636363636364,0.5902255639097744,17,2,10,4
Pembro,SKCM,curvature,11,RBF_SVM,0.6041666666666666,0.48484848484848486,0.43045112781954886,15,4,13,1
Pembro,SKCM,curvature,12,RBF_SVM,0.8958333333333334,0.6666666666666666,0.6635338345864662,13,6,5,9
Pembro,SKCM,curvature,13,RBF_SVM,0.8854166666666666,0.6363636363636364,0.618421052631579,14,5,7,7
Pembro,SKCM,curvature,14,RBF_SVM,0.6458333333333334,0.48484848484848486,0.43045112781954886,15,4,13,1
Pembro,SKCM,curvature,15,RBF_SVM,0.90625,0.5757575757575758,0.5469924812030075,14,5,9,5
Pembro,SKCM,curvature,16,RBF_SVM,0.9583333333333334,0.48484848484848486,0.4398496240601504,14,5,12,2
Pembro,SKCM,curvature,17,RBF_SVM,0.75,0.5454545454545454,0.5018796992481203,15,4,11,3
Pembro,SKCM,curvature,18,RBF_SVM,0.9270833333333334,0.5454545454545454,0.5018796992481203,15,4,11,3
Pembro,SKCM,curvature,19,RBF_SVM,0.7395833333333334,0.45454545454545453,0.42293233082706766,12,7,11,3
Pembro,SKCM,curvature,20,RBF_SVM,0.8958333333333334,0.6363636363636364,0.6090225563909775,15,4,8,6
Pembro,SKCM,curvature,21,RBF_SVM,0.6041666666666666,0.5454545454545454,0.4830827067669173,17,2,13,1
Pembro,SKCM,curvature,22,RBF_SVM,0.8958333333333334,0.6363636363636364,0.6090225563909775,15,4,8,6
Pembro,SKCM,curvature,23,RBF_SVM,0.875,0.5151515151515151,0.4849624060150376,13,6,10,4
Pembro,SKCM,curvature,24,RBF_SVM,0.90625,0.5454545454545454,0.5206766917293233,13,6,9,5
Pembro,SKCM,curvature,25,RBF_SVM,0.8854166666666666,0.6363636363636364,0.6278195488721805,13,6,6,8
Pembro,SKCM,curvature,26,RBF_SVM,0.625,0.36363636363636365,0.325187969924812,11,8,13,1
Pembro,SKCM,curvature,27,RBF_SVM,0.9375,0.5454545454545454,0.5394736842105263,11,8,7,7
Pembro,SKCM,curvature,28,RBF_SVM,0.65625,0.48484848484848486,0.42105263157894735,16,3,14,0
Pembro,SKCM,curvature,29,RBF_SVM,0.6145833333333334,0.45454545454545453,0.4041353383458646,14,5,13,1
Pembro,SKCM,curvature,30,RBF_SVM,0.6145833333333334,0.5454545454545454,0.4830827067669173,17,2,13,1
Pembro,SKCM,curvature,31,RBF_SVM,0.8333333333333334,0.42424242424242425,0.41541353383458646,9,10,9,5
Pembro,SKCM,curvature,32,RBF_SVM,0.7083333333333334,0.6363636363636364,0.5808270676691729,18,1,11,3
Pembro,SKCM,curvature,33,RBF_SVM,0.9375,0.5757575757575758,0.5469924812030075,14,5,9,5
Pembro,SKCM,curvature,34,RBF_SVM,0.7291666666666666,0.5454545454545454,0.5112781954887218,14,5,10,4
Pembro,SKCM,curvature,35,RBF_SVM,0.8958333333333334,0.5151515151515151,0.513157894736842,10,9,7,7
Pembro,SKCM,curvature,36,RBF_SVM,0.7708333333333334,0.5454545454545454,0.5112781954887218,14,5,10,4
Pembro,SKCM,curvature,37,RBF_SVM,0.90625,0.6060606060606061,0.5545112781954887,17,2,11,3
Pembro,SKCM,curvature,38,RBF_SVM,0.6666666666666666,0.6060606060606061,0.5451127819548872,18,1,12,2
Pembro,SKCM,curvature,39,RBF_SVM,0.875,0.6363636363636364,0.5808270676691729,18,1,11,3
Pembro,SKCM,curvature,40,RBF_SVM,0.6666666666666666,0.5151515151515151,0.45676691729323304,16,3,13,1
Pembro,SKCM,curvature,41,RBF_SVM,0.8958333333333334,0.6363636363636364,0.5902255639097744,17,2,10,4
Pembro,SKCM,curvature,42,RBF_SVM,0.8958333333333334,0.6363636363636364,0.618421052631579,14,5,7,7
Pembro,SKCM,curvature,43,RBF_SVM,0.9166666666666666,0.5757575757575758,0.5375939849624061,15,4,10,4
Pembro,SKCM,curvature,44,RBF_SVM,0.9479166666666666,0.6363636363636364,0.5902255639097744,17,2,10,4
Pembro,SKCM,curvature,45,RBF_SVM,0.90625,0.6666666666666666,0.6353383458646616,16,3,8,6
Pembro,SKCM,curvature,46,RBF_SVM,0.625,0.5151515151515151,0.4473684210526316,17,2,14,0
Pembro,SKCM,curvature,47,RBF_SVM,0.8229166666666666,0.42424242424242425,0.4342105263157895,7,12,7,7
Pembro,SKCM,curvature,48,RBF_SVM,0.84375,0.6060606060606061,0.5827067669172932,14,5,8,6
Pembro,SKCM,curvature,49,RBF_SVM,0.84375,0.42424242424242425,0.41541353383458646,9,10,9,5
Pembro,SKCM,weights,0,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,1,RBF_SVM,0.7291666666666666,0.5151515151515151,0.4943609022556391,12,7,9,5
Pembro,SKCM,weights,2,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,3,RBF_SVM,0.7604166666666666,0.5757575757575758,0.5375939849624061,15,4,10,4
Pembro,SKCM,weights,4,RBF_SVM,0.6354166666666666,0.5757575757575758,0.518796992481203,17,2,12,2
Pembro,SKCM,weights,5,RBF_SVM,0.7395833333333334,0.5757575757575758,0.5657894736842105,12,7,7,7
Pembro,SKCM,weights,6,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,7,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,8,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,9,RBF_SVM,0.7916666666666666,0.3939393939393939,0.39849624060150374,7,12,8,6
Pembro,SKCM,weights,10,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,11,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,12,RBF_SVM,0.9375,0.42424242424242425,0.40601503759398494,10,9,10,4
Pembro,SKCM,weights,13,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,14,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,15,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,16,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,17,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,18,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,19,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,20,RBF_SVM,0.78125,0.42424242424242425,0.3872180451127819,12,7,12,2
Pembro,SKCM,weights,21,RBF_SVM,0.7916666666666666,0.5151515151515151,0.513157894736842,10,9,7,7
Pembro,SKCM,weights,22,RBF_SVM,0.9583333333333334,0.5151515151515151,0.5037593984962406,11,8,8,6
Pembro,SKCM,weights,23,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,24,RBF_SVM,0.8541666666666666,0.5151515151515151,0.4943609022556391,12,7,9,5
Pembro,SKCM,weights,25,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,26,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,27,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,28,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,29,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,30,RBF_SVM,0.7604166666666666,0.6363636363636364,0.618421052631579,14,5,7,7
Pembro,SKCM,weights,31,RBF_SVM,0.71875,0.36363636363636365,0.325187969924812,11,8,13,1
Pembro,SKCM,weights,32,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,33,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,34,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,35,RBF_SVM,0.71875,0.5757575757575758,0.5375939849624061,15,4,10,4
Pembro,SKCM,weights,36,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,37,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,38,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,39,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,40,RBF_SVM,0.6458333333333334,0.48484848484848486,0.4398496240601504,14,5,12,2
Pembro,SKCM,weights,41,RBF_SVM,0.7083333333333334,0.5454545454545454,0.5112781954887218,14,5,10,4
Pembro,SKCM,weights,42,RBF_SVM,0.6666666666666666,0.5757575757575758,0.5281954887218044,16,3,11,3
Pembro,SKCM,weights,43,RBF_SVM,0.6770833333333334,0.45454545454545453,0.4135338345864662,13,6,12,2
Pembro,SKCM,weights,44,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,45,RBF_SVM,0.65625,0.45454545454545453,0.42293233082706766,12,7,11,3
Pembro,SKCM,weights,46,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,47,RBF_SVM,0.6458333333333334,0.5454545454545454,0.5018796992481203,15,4,11,3
Pembro,SKCM,weights,48,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,weights,49,RBF_SVM,0.6979166666666666,0.5151515151515151,0.4849624060150376,13,6,10,4
Pembro,SKCM,expression,0,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,1,RBF_SVM,0.78125,0.5757575757575758,0.5657894736842105,12,7,7,7
Pembro,SKCM,expression,2,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,3,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,4,RBF_SVM,0.84375,0.5151515151515151,0.5037593984962406,11,8,8,6
