drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Atezo,BLCA,weights,25,LinearSVM,1.0,0.6666666666666666,0.5557809330628803,44,14,11,6
Atezo,BLCA,weights,26,LinearSVM,1.0,0.7466666666666667,0.6698782961460445,47,11,8,9
Atezo,BLCA,weights,27,LinearSVM,1.0,0.6133333333333333,0.417342799188641,45,13,16,1
Atezo,BLCA,weights,28,LinearSVM,1.0,0.68,0.5644016227180527,45,13,11,6
Atezo,BLCA,weights,29,LinearSVM,1.0,0.6266666666666667,0.48833671399594325,43,15,13,4
Atezo,BLCA,weights,30,LinearSVM,1.0,0.72,0.6110547667342798,47,11,10,7
Atezo,BLCA,weights,31,LinearSVM,1.0,0.72,0.59026369168357,48,10,11,6
Atezo,BLCA,weights,32,LinearSVM,1.0,0.6266666666666667,0.44675456389452334,45,13,15,2
Atezo,BLCA,weights,33,LinearSVM,1.0,0.68,0.5644016227180527,45,13,11,6
Atezo,BLCA,weights,34,LinearSVM,1.0,0.6266666666666667,0.592292089249493,38,20,8,9
Atezo,BLCA,weights,35,LinearSVM,1.0,0.56,0.5076064908722109,35,23,10,7
Atezo,BLCA,weights,36,LinearSVM,1.0,0.72,0.6942190669371198,43,15,6,11
Atezo,BLCA,weights,37,LinearSVM,1.0,0.6266666666666667,0.5299188640973631,41,17,11,6
Atezo,BLCA,weights,38,LinearSVM,1.0,0.68,0.5228194726166329,47,11,13,4
Atezo,BLCA,weights,39,LinearSVM,1.0,0.64,0.5177484787018256,43,15,12,5
Atezo,BLCA,weights,40,LinearSVM,1.0,0.72,0.6942190669371198,43,15,6,11
Atezo,BLCA,weights,41,LinearSVM,1.0,0.68,0.6059837728194726,43,15,9,8
Atezo,BLCA,weights,42,LinearSVM,1.0,0.68,0.5851926977687627,44,14,10,7
Atezo,BLCA,weights,43,LinearSVM,1.0,0.5866666666666667,0.4832657200811359,39,19,12,5
Atezo,BLCA,weights,44,LinearSVM,1.0,0.6133333333333333,0.5420892494929006,39,19,10,7
Atezo,BLCA,weights,45,LinearSVM,1.0,0.6133333333333333,0.5005070993914807,41,17,12,5
Atezo,BLCA,weights,46,LinearSVM,1.0,0.7733333333333333,0.6663286004056794,50,8,9,8
Atezo,BLCA,weights,47,LinearSVM,1.0,0.6666666666666666,0.5765720081135903,43,15,10,7
Atezo,BLCA,weights,48,LinearSVM,1.0,0.7066666666666667,0.5608519269776876,48,10,12,5
Atezo,BLCA,weights,49,LinearSVM,1.0,0.72,0.6318458417849899,46,12,9,8
Atezo,BLCA,expression,0,LinearSVM,1.0,0.7066666666666667,0.6232251521298174,45,13,9,8
Atezo,BLCA,expression,1,LinearSVM,1.0,0.6533333333333333,0.526369168356998,44,14,12,5
Atezo,BLCA,expression,2,LinearSVM,1.0,0.6666666666666666,0.5349898580121704,45,13,12,5
Atezo,BLCA,expression,3,LinearSVM,1.0,0.6,0.45030425963488846,42,16,14,3
Atezo,BLCA,expression,4,LinearSVM,1.0,0.76,0.6161257606490872,51,7,11,6
Atezo,BLCA,expression,5,LinearSVM,1.0,0.6266666666666667,0.46754563894523327,44,14,14,3
Atezo,BLCA,expression,6,LinearSVM,1.0,0.68,0.6059837728194726,43,15,9,8
Atezo,BLCA,expression,7,LinearSVM,1.0,0.64,0.4969574036511156,44,14,13,4
Atezo,BLCA,expression,8,LinearSVM,1.0,0.7466666666666667,0.6282961460446248,49,9,10,7
Atezo,BLCA,expression,9,LinearSVM,1.0,0.6666666666666666,0.5349898580121704,45,13,12,5
Atezo,BLCA,expression,10,LinearSVM,1.0,0.6,0.45030425963488846,42,16,14,3
Atezo,BLCA,expression,11,LinearSVM,1.0,0.68,0.481237322515213,49,9,15,2
Atezo,BLCA,expression,12,LinearSVM,1.0,0.7066666666666667,0.5608519269776876,48,10,12,5
Atezo,BLCA,expression,13,LinearSVM,1.0,0.7066666666666667,0.5608519269776876,48,10,12,5
Atezo,BLCA,expression,14,LinearSVM,1.0,0.6266666666666667,0.5091277890466531,42,16,12,5
Atezo,BLCA,expression,15,LinearSVM,1.0,0.68,0.6267748478701826,42,16,8,9
Atezo,BLCA,expression,16,LinearSVM,1.0,0.72,0.5694726166328601,49,9,12,5
Atezo,BLCA,expression,17,LinearSVM,1.0,0.6266666666666667,0.5091277890466531,42,16,12,5
Atezo,BLCA,expression,18,LinearSVM,1.0,0.68,0.5851926977687627,44,14,10,7
Atezo,BLCA,expression,19,LinearSVM,1.0,0.72,0.5486815415821501,50,8,13,4
Atezo,BLCA,expression,20,LinearSVM,1.0,0.72,0.6318458417849899,46,12,9,8
Atezo,BLCA,expression,21,LinearSVM,1.0,0.64,0.5177484787018256,43,15,12,5
Atezo,BLCA,expression,22,LinearSVM,1.0,0.7466666666666667,0.6075050709939148,50,8,11,6
Atezo,BLCA,expression,23,LinearSVM,1.0,0.72,0.59026369168357,48,10,11,6
Atezo,BLCA,expression,24,LinearSVM,1.0,0.68,0.5228194726166329,47,11,13,4
Atezo,BLCA,expression,25,LinearSVM,1.0,0.72,0.6734279918864097,44,14,7,10
Atezo,BLCA,expression,26,LinearSVM,1.0,0.6933333333333334,0.5938133874239351,45,13,10,7
Atezo,BLCA,expression,27,LinearSVM,1.0,0.6266666666666667,0.550709939148073,40,18,10,7
Atezo,BLCA,expression,28,LinearSVM,1.0,0.7466666666666667,0.6490872210953347,48,10,9,8
Atezo,BLCA,expression,29,LinearSVM,1.0,0.7466666666666667,0.6698782961460445,47,11,8,9
Atezo,BLCA,expression,30,LinearSVM,1.0,0.68,0.5436105476673428,46,12,12,5
Atezo,BLCA,expression,31,LinearSVM,1.0,0.6533333333333333,0.547160243407708,43,15,11,6
Atezo,BLCA,expression,32,LinearSVM,1.0,0.6666666666666666,0.5557809330628803,44,14,11,6
Atezo,BLCA,expression,33,LinearSVM,1.0,0.6533333333333333,0.505578093306288,45,13,13,4
Atezo,BLCA,expression,34,LinearSVM,1.0,0.68,0.5436105476673428,46,12,12,5
Atezo,BLCA,expression,35,LinearSVM,1.0,0.68,0.5851926977687627,44,14,10,7
Atezo,BLCA,expression,36,LinearSVM,1.0,0.7066666666666667,0.6440162271805274,44,14,8,9
Atezo,BLCA,expression,37,LinearSVM,1.0,0.6666666666666666,0.4726166328600406,48,10,15,2
Atezo,BLCA,expression,38,LinearSVM,1.0,0.68,0.5851926977687627,44,14,10,7
Atezo,BLCA,expression,39,LinearSVM,1.0,0.7066666666666667,0.5608519269776876,48,10,12,5
Atezo,BLCA,expression,40,LinearSVM,1.0,0.6933333333333334,0.5522312373225152,47,11,12,5
Atezo,BLCA,expression,41,LinearSVM,1.0,0.7066666666666667,0.5816430020283976,47,11,11,6
Atezo,BLCA,expression,42,LinearSVM,1.0,0.64,0.5177484787018256,43,15,12,5
Atezo,BLCA,expression,43,LinearSVM,1.0,0.68,0.5644016227180527,45,13,11,6
Atezo,BLCA,expression,44,LinearSVM,1.0,0.6533333333333333,0.526369168356998,44,14,12,5
Atezo,BLCA,expression,45,LinearSVM,1.0,0.7066666666666667,0.5192697768762677,50,8,14,3
Atezo,BLCA,expression,46,LinearSVM,1.0,0.6266666666666667,0.550709939148073,40,18,10,7
Atezo,BLCA,expression,47,LinearSVM,1.0,0.6266666666666667,0.46754563894523327,44,14,14,3
Atezo,BLCA,expression,48,LinearSVM,1.0,0.6533333333333333,0.505578093306288,45,13,13,4
Atezo,BLCA,expression,49,LinearSVM,1.0,0.6933333333333334,0.5522312373225152,47,11,12,5
Atezo,BLCA,curvature,0,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,1,RBF_SVM,1.0,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,2,RBF_SVM,0.9955156950672646,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,3,RBF_SVM,0.9955156950672646,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,4,RBF_SVM,0.9372197309417041,0.6933333333333334,0.5106490872210954,49,9,14,3
Atezo,BLCA,curvature,5,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,6,RBF_SVM,1.0,0.7733333333333333,0.5207910750507099,57,1,16,1
Atezo,BLCA,curvature,7,RBF_SVM,1.0,0.7333333333333333,0.47413793103448276,55,3,17,0
Atezo,BLCA,curvature,8,RBF_SVM,0.9910313901345291,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,9,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,10,RBF_SVM,1.0,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,11,RBF_SVM,0.9955156950672646,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,12,RBF_SVM,0.9955156950672646,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,13,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,14,RBF_SVM,0.9730941704035875,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,15,RBF_SVM,0.9820627802690582,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,16,RBF_SVM,0.9910313901345291,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,17,RBF_SVM,1.0,0.7333333333333333,0.47413793103448276,55,3,17,0
Atezo,BLCA,curvature,18,RBF_SVM,0.9865470852017937,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,19,RBF_SVM,1.0,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,20,RBF_SVM,0.9730941704035875,0.7733333333333333,0.5207910750507099,57,1,16,1
Atezo,BLCA,curvature,21,RBF_SVM,0.9955156950672646,0.72,0.46551724137931033,54,4,17,0
Atezo,BLCA,curvature,22,RBF_SVM,0.9955156950672646,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,23,RBF_SVM,1.0,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,24,RBF_SVM,0.9596412556053812,0.7466666666666667,0.545131845841785,53,5,14,3
Atezo,BLCA,curvature,25,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,26,RBF_SVM,1.0,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,27,RBF_SVM,0.9955156950672646,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,28,RBF_SVM,1.0,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,29,RBF_SVM,1.0,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,30,RBF_SVM,0.9820627802690582,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,31,RBF_SVM,1.0,0.76,0.5121703853955375,56,2,16,1
Atezo,BLCA,curvature,32,RBF_SVM,1.0,0.76,0.5121703853955375,56,2,16,1
Atezo,BLCA,curvature,33,RBF_SVM,0.9955156950672646,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,34,RBF_SVM,1.0,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,35,RBF_SVM,0.9955156950672646,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,36,RBF_SVM,1.0,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,37,RBF_SVM,0.9955156950672646,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,38,RBF_SVM,0.9865470852017937,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,39,RBF_SVM,0.9147982062780269,0.6133333333333333,0.4589249492900609,43,15,14,3
Atezo,BLCA,curvature,40,RBF_SVM,1.0,0.76,0.49137931034482757,57,1,17,0
Atezo,BLCA,curvature,41,RBF_SVM,0.9910313901345291,0.7866666666666666,0.5294117647058824,58,0,16,1
Atezo,BLCA,curvature,42,RBF_SVM,0.9910313901345291,0.76,0.5121703853955375,56,2,16,1
Atezo,BLCA,curvature,43,RBF_SVM,0.9955156950672646,0.7333333333333333,0.47413793103448276,55,3,17,0
Atezo,BLCA,curvature,44,RBF_SVM,0.9910313901345291,0.7466666666666667,0.4827586206896552,56,2,17,0
Atezo,BLCA,curvature,45,RBF_SVM,1.0,0.7733333333333333,0.5207910750507099,57,1,16,1
Atezo,BLCA,curvature,46,RBF_SVM,0.9955156950672646,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,curvature,47,RBF_SVM,0.9820627802690582,0.68,0.4396551724137931,51,7,17,0
Atezo,BLCA,curvature,48,RBF_SVM,0.9417040358744395,0.6666666666666666,0.4934077079107505,47,11,14,3
Atezo,BLCA,curvature,49,RBF_SVM,1.0,0.7333333333333333,0.47413793103448276,55,3,17,0
Atezo,BLCA,weights,0,RBF_SVM,0.9910313901345291,0.7466666666666667,0.5035496957403651,55,3,16,1
Atezo,BLCA,weights,1,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,2,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,3,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,4,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,5,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,6,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,7,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,8,RBF_SVM,0.9865470852017937,0.6666666666666666,0.4934077079107505,47,11,14,3
Atezo,BLCA,weights,9,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,10,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,11,RBF_SVM,0.9955156950672646,0.7333333333333333,0.5780933062880325,50,8,12,5
Atezo,BLCA,weights,12,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,13,RBF_SVM,0.9910313901345291,0.6933333333333334,0.4898580121703854,50,8,15,2
Atezo,BLCA,weights,14,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,15,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,16,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,17,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,18,RBF_SVM,0.9955156950672646,0.7333333333333333,0.5365111561866126,52,6,14,3
Atezo,BLCA,weights,19,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,20,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,21,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,22,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,23,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,24,RBF_SVM,0.9955156950672646,0.72,0.46551724137931033,54,4,17,0
Atezo,BLCA,weights,25,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,26,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,27,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,28,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,29,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,30,RBF_SVM,0.9955156950672646,0.72,0.46551724137931033,54,4,17,0
Atezo,BLCA,weights,31,RBF_SVM,0.9955156950672646,0.7066666666666667,0.4984787018255578,51,7,15,2
Atezo,BLCA,weights,32,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,33,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,34,RBF_SVM,0.9955156950672646,0.7333333333333333,0.5157200811359026,53,5,15,2
Atezo,BLCA,weights,35,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,36,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,37,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,38,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,39,RBF_SVM,0.9955156950672646,0.8,0.6004056795131846,56,2,13,4
Atezo,BLCA,weights,40,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,41,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,42,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,43,RBF_SVM,1.0,0.7733333333333333,0.5623732251521298,55,3,14,3
Atezo,BLCA,weights,44,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,45,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,46,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,47,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,48,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,weights,49,RBF_SVM,0.9910313901345291,0.7466666666666667,0.565922920892495,52,6,13,4
Atezo,BLCA,expression,0,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,1,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,2,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,3,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,4,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,5,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,6,RBF_SVM,0.9955156950672646,0.7866666666666666,0.6125760649087221,54,4,12,5
Atezo,BLCA,expression,7,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,8,RBF_SVM,1.0,0.7333333333333333,0.5157200811359026,53,5,15,2
Atezo,BLCA,expression,9,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,10,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,11,RBF_SVM,0.9865470852017937,0.72,0.5278904665314401,51,7,14,3
Atezo,BLCA,expression,12,RBF_SVM,1.0,0.7333333333333333,0.4949290060851927,54,4,16,1
Atezo,BLCA,expression,13,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,14,RBF_SVM,1.0,0.7733333333333333,0.5,58,0,17,0
Atezo,BLCA,expression,15,RBF_SVM,1.0,0.76,0.5329614604462475,55,3,15,2
Atezo,BLCA,expression,16,RBF_SVM,1.0,0.7866666666666666,0.5709939148073022,56,2,14,3
