drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Atezo,KIRC,weights,30,LinearSVM,1.0,0.47619047619047616,0.48333333333333334,14,16,6,6
Atezo,KIRC,weights,31,LinearSVM,1.0,0.4523809523809524,0.39166666666666666,16,14,9,3
Atezo,KIRC,weights,32,LinearSVM,1.0,0.5238095238095238,0.4666666666666667,18,12,8,4
Atezo,KIRC,weights,33,LinearSVM,1.0,0.47619047619047616,0.48333333333333334,14,16,6,6
Atezo,KIRC,weights,34,LinearSVM,1.0,0.4523809523809524,0.39166666666666666,16,14,9,3
Atezo,KIRC,weights,35,LinearSVM,1.0,0.5714285714285714,0.55,18,12,6,6
Atezo,KIRC,weights,36,LinearSVM,1.0,0.5238095238095238,0.5166666666666666,16,14,6,6
Atezo,KIRC,weights,37,LinearSVM,1.0,0.6428571428571429,0.6,21,9,6,6
Atezo,KIRC,weights,38,LinearSVM,1.0,0.47619047619047616,0.45833333333333337,15,15,7,5
Atezo,KIRC,weights,39,LinearSVM,1.0,0.40476190476190477,0.4083333333333333,12,18,7,5
Atezo,KIRC,weights,40,LinearSVM,1.0,0.5476190476190477,0.5083333333333333,18,12,7,5
Atezo,KIRC,weights,41,LinearSVM,1.0,0.5714285714285714,0.525,19,11,7,5
Atezo,KIRC,weights,42,LinearSVM,1.0,0.5714285714285714,0.55,18,12,6,6
Atezo,KIRC,weights,43,LinearSVM,1.0,0.5476190476190477,0.5833333333333333,15,15,4,8
Atezo,KIRC,weights,44,LinearSVM,1.0,0.5476190476190477,0.5083333333333333,18,12,7,5
Atezo,KIRC,weights,45,LinearSVM,1.0,0.5476190476190477,0.5083333333333333,18,12,7,5
Atezo,KIRC,weights,46,LinearSVM,1.0,0.4523809523809524,0.36666666666666664,17,13,10,2
Atezo,KIRC,weights,47,LinearSVM,1.0,0.5,0.475,16,14,7,5
Atezo,KIRC,weights,48,LinearSVM,1.0,0.4523809523809524,0.44166666666666665,14,16,7,5
Atezo,KIRC,weights,49,LinearSVM,1.0,0.5,0.5,15,15,6,6
Atezo,KIRC,expression,0,LinearSVM,1.0,0.6190476190476191,0.5833333333333333,20,10,6,6
Atezo,KIRC,expression,1,LinearSVM,1.0,0.6428571428571429,0.575,22,8,7,5
Atezo,KIRC,expression,2,LinearSVM,1.0,0.5238095238095238,0.44166666666666665,19,11,9,3
Atezo,KIRC,expression,3,LinearSVM,1.0,0.5476190476190477,0.5083333333333333,18,12,7,5
Atezo,KIRC,expression,4,LinearSVM,1.0,0.6190476190476191,0.5833333333333333,20,10,6,6
Atezo,KIRC,expression,5,LinearSVM,1.0,0.5476190476190477,0.5083333333333333,18,12,7,5
Atezo,KIRC,expression,6,LinearSVM,0.992,0.6190476190476191,0.5583333333333333,21,9,7,5
Atezo,KIRC,expression,7,LinearSVM,1.0,0.6904761904761905,0.6333333333333333,23,7,6,6
Atezo,KIRC,expression,8,LinearSVM,1.0,0.6666666666666666,0.5666666666666667,24,6,8,4
Atezo,KIRC,expression,9,LinearSVM,1.0,0.5238095238095238,0.41666666666666663,20,10,10,2
Atezo,KIRC,expression,10,LinearSVM,1.0,0.6190476190476191,0.5583333333333333,21,9,7,5
Atezo,KIRC,expression,11,LinearSVM,1.0,0.6190476190476191,0.6083333333333334,19,11,5,7
Atezo,KIRC,expression,12,LinearSVM,1.0,0.5714285714285714,0.5,20,10,8,4
Atezo,KIRC,expression,13,LinearSVM,1.0,0.6190476190476191,0.5333333333333333,22,8,8,4
Atezo,KIRC,expression,14,LinearSVM,1.0,0.6666666666666666,0.5916666666666667,23,7,7,5
Atezo,KIRC,expression,15,LinearSVM,1.0,0.5,0.375,20,10,11,1
Atezo,KIRC,expression,16,LinearSVM,1.0,0.5952380952380952,0.5666666666666667,19,11,6,6
Atezo,KIRC,expression,17,LinearSVM,1.0,0.6190476190476191,0.5083333333333333,23,7,9,3
Atezo,KIRC,expression,18,LinearSVM,1.0,0.6904761904761905,0.6583333333333333,22,8,5,7
Atezo,KIRC,expression,19,LinearSVM,1.0,0.6666666666666666,0.6166666666666667,22,8,6,6
Atezo,KIRC,expression,20,LinearSVM,1.0,0.6190476190476191,0.5333333333333333,22,8,8,4
Atezo,KIRC,expression,21,LinearSVM,1.0,0.5714285714285714,0.525,19,11,7,5
Atezo,KIRC,expression,22,LinearSVM,1.0,0.6904761904761905,0.6333333333333333,23,7,6,6
Atezo,KIRC,expression,23,LinearSVM,1.0,0.5952380952380952,0.5166666666666666,21,9,8,4
Atezo,KIRC,expression,24,LinearSVM,1.0,0.5476190476190477,0.4333333333333333,21,9,10,2
Atezo,KIRC,expression,25,LinearSVM,1.0,0.5476190476190477,0.4083333333333333,22,8,11,1
Atezo,KIRC,expression,26,LinearSVM,1.0,0.6904761904761905,0.6083333333333334,24,6,7,5
Atezo,KIRC,expression,27,LinearSVM,1.0,0.5952380952380952,0.5416666666666666,20,10,7,5
Atezo,KIRC,expression,28,LinearSVM,1.0,0.6666666666666666,0.6416666666666666,21,9,5,7
Atezo,KIRC,expression,29,LinearSVM,1.0,0.6190476190476191,0.5583333333333333,21,9,7,5
Atezo,KIRC,expression,30,LinearSVM,1.0,0.6666666666666666,0.6416666666666666,21,9,5,7
Atezo,KIRC,expression,31,LinearSVM,1.0,0.5952380952380952,0.5916666666666667,18,12,5,7
Atezo,KIRC,expression,32,LinearSVM,1.0,0.7142857142857143,0.575,27,3,9,3
Atezo,KIRC,expression,33,LinearSVM,1.0,0.6428571428571429,0.525,24,6,9,3
Atezo,KIRC,expression,34,LinearSVM,1.0,0.47619047619047616,0.43333333333333335,16,14,8,4
Atezo,KIRC,expression,35,LinearSVM,1.0,0.6666666666666666,0.5666666666666667,24,6,8,4
Atezo,KIRC,expression,36,LinearSVM,1.0,0.5952380952380952,0.5666666666666667,19,11,6,6
Atezo,KIRC,expression,37,LinearSVM,1.0,0.6666666666666666,0.6916666666666667,19,11,3,9
Atezo,KIRC,expression,38,LinearSVM,1.0,0.6190476190476191,0.5833333333333333,20,10,6,6
Atezo,KIRC,expression,39,LinearSVM,1.0,0.6190476190476191,0.5583333333333333,21,9,7,5
Atezo,KIRC,expression,40,LinearSVM,1.0,0.6904761904761905,0.6083333333333334,24,6,7,5
Atezo,KIRC,expression,41,LinearSVM,1.0,0.6666666666666666,0.5916666666666667,23,7,7,5
Atezo,KIRC,expression,42,LinearSVM,1.0,0.5,0.525,14,16,5,7
Atezo,KIRC,expression,43,LinearSVM,1.0,0.6904761904761905,0.6083333333333334,24,6,7,5
Atezo,KIRC,expression,44,LinearSVM,0.992,0.5476190476190477,0.4583333333333333,20,10,9,3
Atezo,KIRC,expression,45,LinearSVM,1.0,0.5,0.425,18,12,9,3
Atezo,KIRC,expression,46,LinearSVM,1.0,0.6428571428571429,0.55,23,7,8,4
Atezo,KIRC,expression,47,LinearSVM,1.0,0.5714285714285714,0.475,21,9,9,3
Atezo,KIRC,expression,48,LinearSVM,1.0,0.7380952380952381,0.6416666666666667,26,4,7,5
Atezo,KIRC,expression,49,LinearSVM,1.0,0.6190476190476191,0.5833333333333333,20,10,6,6
Atezo,KIRC,curvature,0,RBF_SVM,0.976,0.5952380952380952,0.4166666666666667,25,5,12,0
Atezo,KIRC,curvature,1,RBF_SVM,0.92,0.5952380952380952,0.4166666666666667,25,5,12,0
Atezo,KIRC,curvature,2,RBF_SVM,0.992,0.6190476190476191,0.43333333333333335,26,4,12,0
Atezo,KIRC,curvature,3,RBF_SVM,0.984,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,curvature,4,RBF_SVM,0.96,0.6666666666666666,0.5416666666666667,25,5,9,3
Atezo,KIRC,curvature,5,RBF_SVM,0.976,0.6904761904761905,0.5333333333333333,27,3,10,2
Atezo,KIRC,curvature,6,RBF_SVM,0.952,0.7380952380952381,0.6416666666666667,26,4,7,5
Atezo,KIRC,curvature,7,RBF_SVM,1.0,0.6666666666666666,0.4666666666666667,28,2,12,0
Atezo,KIRC,curvature,8,RBF_SVM,0.992,0.6904761904761905,0.48333333333333334,29,1,12,0
Atezo,KIRC,curvature,9,RBF_SVM,0.984,0.5714285714285714,0.4,24,6,12,0
Atezo,KIRC,curvature,10,RBF_SVM,0.984,0.6666666666666666,0.4666666666666667,28,2,12,0
Atezo,KIRC,curvature,11,RBF_SVM,0.936,0.6904761904761905,0.5583333333333333,26,4,9,3
Atezo,KIRC,curvature,12,RBF_SVM,0.992,0.7142857142857143,0.525,29,1,11,1
Atezo,KIRC,curvature,13,RBF_SVM,0.976,0.7142857142857143,0.525,29,1,11,1
Atezo,KIRC,curvature,14,RBF_SVM,0.928,0.5714285714285714,0.42500000000000004,23,7,11,1
Atezo,KIRC,curvature,15,RBF_SVM,0.992,0.6904761904761905,0.48333333333333334,29,1,12,0
Atezo,KIRC,curvature,16,RBF_SVM,1.0,0.6904761904761905,0.5083333333333333,28,2,11,1
Atezo,KIRC,curvature,17,RBF_SVM,0.936,0.6904761904761905,0.5333333333333333,27,3,10,2
Atezo,KIRC,curvature,18,RBF_SVM,0.992,0.6666666666666666,0.4666666666666667,28,2,12,0
Atezo,KIRC,curvature,19,RBF_SVM,0.952,0.6666666666666666,0.5166666666666667,26,4,10,2
Atezo,KIRC,curvature,20,RBF_SVM,0.976,0.6428571428571429,0.45,27,3,12,0
Atezo,KIRC,curvature,21,RBF_SVM,0.952,0.5714285714285714,0.4,24,6,12,0
Atezo,KIRC,curvature,22,RBF_SVM,0.952,0.6666666666666666,0.6166666666666667,22,8,6,6
Atezo,KIRC,curvature,23,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,curvature,24,RBF_SVM,0.944,0.6190476190476191,0.5083333333333333,23,7,9,3
Atezo,KIRC,curvature,25,RBF_SVM,0.912,0.6904761904761905,0.5333333333333333,27,3,10,2
Atezo,KIRC,curvature,26,RBF_SVM,0.984,0.7142857142857143,0.575,27,3,9,3
Atezo,KIRC,curvature,27,RBF_SVM,0.976,0.6904761904761905,0.5833333333333334,25,5,8,4
Atezo,KIRC,curvature,28,RBF_SVM,0.968,0.6428571428571429,0.45,27,3,12,0
Atezo,KIRC,curvature,29,RBF_SVM,0.944,0.7142857142857143,0.575,27,3,9,3
Atezo,KIRC,curvature,30,RBF_SVM,0.912,0.5238095238095238,0.41666666666666663,20,10,10,2
Atezo,KIRC,curvature,31,RBF_SVM,0.992,0.7142857142857143,0.525,29,1,11,1
Atezo,KIRC,curvature,32,RBF_SVM,0.984,0.6190476190476191,0.43333333333333335,26,4,12,0
Atezo,KIRC,curvature,33,RBF_SVM,0.936,0.6190476190476191,0.45833333333333337,25,5,11,1
Atezo,KIRC,curvature,34,RBF_SVM,1.0,0.6428571428571429,0.45,27,3,12,0
Atezo,KIRC,curvature,35,RBF_SVM,1.0,0.6904761904761905,0.5083333333333333,28,2,11,1
Atezo,KIRC,curvature,36,RBF_SVM,0.88,0.6190476190476191,0.45833333333333337,25,5,11,1
Atezo,KIRC,curvature,37,RBF_SVM,0.984,0.6904761904761905,0.5333333333333333,27,3,10,2
Atezo,KIRC,curvature,38,RBF_SVM,0.952,0.6428571428571429,0.525,24,6,9,3
Atezo,KIRC,curvature,39,RBF_SVM,0.984,0.6428571428571429,0.47500000000000003,26,4,11,1
Atezo,KIRC,curvature,40,RBF_SVM,0.992,0.6904761904761905,0.5083333333333333,28,2,11,1
Atezo,KIRC,curvature,41,RBF_SVM,0.96,0.6666666666666666,0.5166666666666667,26,4,10,2
Atezo,KIRC,curvature,42,RBF_SVM,0.984,0.6666666666666666,0.4916666666666667,27,3,11,1
Atezo,KIRC,curvature,43,RBF_SVM,1.0,0.7380952380952381,0.5416666666666666,30,0,11,1
Atezo,KIRC,curvature,44,RBF_SVM,0.992,0.6428571428571429,0.47500000000000003,26,4,11,1
Atezo,KIRC,curvature,45,RBF_SVM,0.936,0.6666666666666666,0.5416666666666667,25,5,9,3
Atezo,KIRC,curvature,46,RBF_SVM,0.904,0.6666666666666666,0.5666666666666667,24,6,8,4
Atezo,KIRC,curvature,47,RBF_SVM,0.96,0.6666666666666666,0.4916666666666667,27,3,11,1
Atezo,KIRC,curvature,48,RBF_SVM,0.92,0.6666666666666666,0.5666666666666667,24,6,8,4
Atezo,KIRC,curvature,49,RBF_SVM,0.992,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,0,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,1,RBF_SVM,0.808,0.6666666666666666,0.5916666666666667,23,7,7,5
Atezo,KIRC,weights,2,RBF_SVM,0.92,0.5952380952380952,0.5416666666666666,20,10,7,5
Atezo,KIRC,weights,3,RBF_SVM,1.0,0.6428571428571429,0.5,25,5,10,2
Atezo,KIRC,weights,4,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,5,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,6,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,7,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,8,RBF_SVM,0.96,0.5952380952380952,0.4666666666666667,23,7,10,2
Atezo,KIRC,weights,9,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,10,RBF_SVM,0.872,0.6666666666666666,0.5916666666666667,23,7,7,5
Atezo,KIRC,weights,11,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,12,RBF_SVM,0.992,0.5714285714285714,0.475,21,9,9,3
Atezo,KIRC,weights,13,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,14,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,15,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,16,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,17,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,18,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,19,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,20,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,21,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,22,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,23,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,24,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,25,RBF_SVM,0.976,0.6190476190476191,0.48333333333333334,24,6,10,2
Atezo,KIRC,weights,26,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,27,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,28,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,29,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,30,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,31,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,32,RBF_SVM,0.872,0.6666666666666666,0.5166666666666667,26,4,10,2
Atezo,KIRC,weights,33,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,34,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,35,RBF_SVM,0.768,0.5952380952380952,0.4416666666666667,24,6,11,1
Atezo,KIRC,weights,36,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,37,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,38,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,39,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,40,RBF_SVM,0.848,0.5476190476190477,0.4583333333333333,20,10,9,3
Atezo,KIRC,weights,41,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,42,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,43,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,44,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,45,RBF_SVM,0.832,0.5952380952380952,0.49166666666666664,22,8,9,3
Atezo,KIRC,weights,46,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,47,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,48,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,weights,49,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,0,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,1,RBF_SVM,0.976,0.6904761904761905,0.6083333333333334,24,6,7,5
Atezo,KIRC,expression,2,RBF_SVM,0.984,0.6666666666666666,0.5416666666666667,25,5,9,3
Atezo,KIRC,expression,3,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,4,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,5,RBF_SVM,1.0,0.6428571428571429,0.47500000000000003,26,4,11,1
Atezo,KIRC,expression,6,RBF_SVM,0.976,0.6904761904761905,0.6083333333333334,24,6,7,5
Atezo,KIRC,expression,7,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,8,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,9,RBF_SVM,0.888,0.7380952380952381,0.6166666666666667,27,3,8,4
Atezo,KIRC,expression,10,RBF_SVM,0.928,0.5476190476190477,0.5083333333333333,18,12,7,5
Atezo,KIRC,expression,11,RBF_SVM,0.984,0.5952380952380952,0.5166666666666666,21,9,8,4
Atezo,KIRC,expression,12,RBF_SVM,1.0,0.7380952380952381,0.6416666666666667,26,4,7,5
Atezo,KIRC,expression,13,RBF_SVM,0.92,0.6190476190476191,0.48333333333333334,24,6,10,2
Atezo,KIRC,expression,14,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,15,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,16,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,17,RBF_SVM,0.992,0.6190476190476191,0.5333333333333333,22,8,8,4
Atezo,KIRC,expression,18,RBF_SVM,0.992,0.6190476190476191,0.5333333333333333,22,8,8,4
Atezo,KIRC,expression,19,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,20,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,21,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
Atezo,KIRC,expression,22,RBF_SVM,1.0,0.7142857142857143,0.5,30,0,12,0
