drug,tissue,feature,iter,model,Train Accuracy,Test Accuracy,Test Balanced Accuracy,Test TN,Test FP,Test FN,Test TP
Pembro,SKCM,expression,7,RBF_SVM,0.9583333333333334,0.5454545454545454,0.5394736842105263,11,8,7,7
Pembro,SKCM,expression,8,RBF_SVM,0.8645833333333334,0.48484848484848486,0.46804511278195493,11,8,9,5
Pembro,SKCM,expression,9,RBF_SVM,0.9375,0.6060606060606061,0.5921052631578947,13,6,7,7
Pembro,SKCM,expression,10,RBF_SVM,0.9479166666666666,0.6060606060606061,0.5921052631578947,13,6,7,7
Pembro,SKCM,expression,11,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,12,RBF_SVM,0.9166666666666666,0.5151515151515151,0.4943609022556391,12,7,9,5
Pembro,SKCM,expression,13,RBF_SVM,0.96875,0.3333333333333333,0.3176691729323308,8,11,11,3
Pembro,SKCM,expression,14,RBF_SVM,0.75,0.42424242424242425,0.40601503759398494,10,9,10,4
Pembro,SKCM,expression,15,RBF_SVM,0.65625,0.5151515151515151,0.4755639097744361,14,5,11,3
Pembro,SKCM,expression,16,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,17,RBF_SVM,0.9791666666666666,0.5757575757575758,0.6033834586466165,8,11,3,11
Pembro,SKCM,expression,18,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,19,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,20,RBF_SVM,0.8854166666666666,0.48484848484848486,0.48684210526315785,9,10,7,7
Pembro,SKCM,expression,21,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,22,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,23,RBF_SVM,0.9479166666666666,0.42424242424242425,0.40601503759398494,10,9,10,4
Pembro,SKCM,expression,24,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,25,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,26,RBF_SVM,0.9166666666666666,0.45454545454545453,0.42293233082706766,12,7,11,3
Pembro,SKCM,expression,27,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,28,RBF_SVM,0.7916666666666666,0.5454545454545454,0.5206766917293233,13,6,9,5
Pembro,SKCM,expression,29,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,30,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,31,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,32,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,33,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,34,RBF_SVM,0.9895833333333334,0.5454545454545454,0.5394736842105263,11,8,7,7
Pembro,SKCM,expression,35,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,36,RBF_SVM,0.8229166666666666,0.5454545454545454,0.5300751879699248,12,7,8,6
Pembro,SKCM,expression,37,RBF_SVM,0.9375,0.5454545454545454,0.5394736842105263,11,8,7,7
Pembro,SKCM,expression,38,RBF_SVM,0.7708333333333334,0.5757575757575758,0.5657894736842105,12,7,7,7
Pembro,SKCM,expression,39,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,40,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,41,RBF_SVM,0.7708333333333334,0.5454545454545454,0.5488721804511278,10,9,6,8
Pembro,SKCM,expression,42,RBF_SVM,0.90625,0.45454545454545453,0.45112781954887216,9,10,8,6
Pembro,SKCM,expression,43,RBF_SVM,0.8229166666666666,0.6060606060606061,0.5639097744360901,16,3,10,4
Pembro,SKCM,expression,44,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,45,RBF_SVM,0.78125,0.5151515151515151,0.5037593984962406,11,8,8,6
Pembro,SKCM,expression,46,RBF_SVM,1.0,0.6666666666666666,0.6353383458646616,16,3,8,6
Pembro,SKCM,expression,47,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
Pembro,SKCM,expression,48,RBF_SVM,0.6875,0.42424242424242425,0.37781954887218044,13,6,13,1
Pembro,SKCM,expression,49,RBF_SVM,1.0,0.5757575757575758,0.5,19,0,14,0
